Wifes_age,Number_of_children_ever_born,Contraceptive_method_used,Wifes_education_1,Wifes_education_2,Wifes_education_3,Wifes_education_4,Husbands_education_1,Husbands_education_2,Husbands_education_3,Husbands_education_4,Wifes_religion_0,Wifes_religion_1,Wifes_now_working_0,Wifes_now_working_1,Husbands_occupation_1,Husbands_occupation_2,Husbands_occupation_3,Husbands_occupation_4,Standard-of-living_index_1,Standard-of-living_index_2,Standard-of-living_index_3,Standard-of-living_index_4,Media_exposure_0,Media_exposure_1
36,4,3,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0
48,7,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0
26,3,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0
42,12,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
30,4,3,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
40,3,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
36,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
46,2,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0
32,4,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0
36,6,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
28,5,3,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0
42,7,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
47,4,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0
44,4,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
35,4,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
28,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0
28,5,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0
34,3,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
45,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
47,5,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
37,3,3,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0
27,4,3,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0
41,3,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0
44,8,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
31,2,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
24,2,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0
31,4,3,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0
45,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
25,5,3,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
44,5,3,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0
28,2,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0
24,2,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
34,8,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
33,2,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
39,3,3,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0
36,3,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0
34,2,3,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
38,6,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
35,6,3,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
47,7,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
26,2,3,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
47,7,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
49,6,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0
22,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
37,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
46,4,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
43,7,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
38,6,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
36,2,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0
21,1,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
30,2,3,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0
37,4,3,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0
27,2,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0
17,1,3,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
29,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0
22,1,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0
20,2,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
21,1,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
47,8,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
28,5,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0
45,8,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
41,6,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0
40,6,3,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0
38,2,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0
40,8,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
34,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
36,4,2,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
45,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0
22,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
25,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
20,2,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
37,6,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
48,5,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
38,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
42,5,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
42,2,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0
29,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
45,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
34,2,3,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
25,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
32,4,2,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
26,2,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
21,1,3,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
28,1,3,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0
37,4,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0
34,4,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1
43,2,2,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0
26,2,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0
38,2,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
37,3,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0
37,4,2,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0
31,7,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
32,4,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
42,10,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
38,3,3,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
26,3,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
37,5,3,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0
30,4,3,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
18,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0
43,6,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
25,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
43,13,2,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
31,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
25,2,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
42,12,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
30,3,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
45,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0
48,2,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0
49,5,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
40,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0
27,3,3,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
40,8,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
44,7,2,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0
39,2,3,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0
29,2,3,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0
31,3,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
25,3,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
48,3,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
21,2,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
29,4,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
24,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0
24,2,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
40,3,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
26,1,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0
31,3,3,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
19,1,2,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
37,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0
27,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0
39,6,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
39,3,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
32,3,3,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0
27,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0
28,5,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
30,2,3,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0
32,4,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
22,2,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
27,3,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0
20,1,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0
38,3,2,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
44,1,2,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0
33,4,3,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
46,4,3,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0
25,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
41,8,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
25,3,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0
28,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0
27,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
36,3,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0
42,10,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0
23,2,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0
44,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0
37,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0
45,3,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
46,11,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
48,5,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
34,6,3,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0
48,8,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0
47,3,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
35,6,3,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
33,2,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
25,3,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
36,3,2,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0
33,6,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
34,4,3,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
41,7,3,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0
48,4,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0
32,4,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0
48,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
45,3,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
30,2,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
29,3,3,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
24,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0
40,3,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
21,1,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
33,5,3,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
23,2,3,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
27,2,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0
28,2,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
40,5,3,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0
30,3,3,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
23,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0
34,4,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
29,4,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0
29,3,2,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0
36,6,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
26,4,3,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0
23,2,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
45,6,2,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0
20,1,3,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0
41,11,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
35,2,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
47,2,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
21,2,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
48,7,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0
39,6,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
22,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
33,3,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
33,4,3,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
39,3,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
49,5,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
45,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0
34,3,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0
47,5,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0
45,8,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
20,1,2,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0
25,3,3,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
36,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
27,2,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0
20,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
23,2,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
22,2,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
30,2,2,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
43,5,3,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0
26,3,3,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0
39,4,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0
21,1,3,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
30,3,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
30,2,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0
29,2,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0
37,7,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0
32,2,3,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0
24,4,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
